Street , Type, Room, Occupants,Appliance,Floor,Occupancy,Summer,Winter
Ellendale , Bungalow, 2, 4, 4, 1, 93,249, 149.4
Figueroa , Bungalow, 3, 4, 8, 0, 98,172, 206.4
TwentyThird , Apartment, 3, 4, 8, 0, 97,150, 180
Jefferson , Apartment, 3, 5, 8, 1, 91,276, 165.6
Adams , Apartment, 3, 3, 8, 1, 101,280.5, 168.3
Menlo , Apartment, 3, 6, 7, 0, 89,137, 164.4
Adams , Bungalow, 3, 6, 6, 0, 100,168, 201.6
Vermont , Bungalow, 2, 5, 5, 1, 99,264, 158.4
TwentyThird , Apartment, 1, 1, 4, 0, 94,143, 171.6
Hoover , Bungalow, 2, 5, 6, 1, 94,198, 118.8
Ellendale , Apartment, 1, 1, 4, 1, 99,237, 142.2
ThirtyWest , Apartment, 1, 2, 3, 1, 96,289.5, 173.7
Vermont , Apartment, 2, 4, 6, 1, 102,174, 104.4
Jefferson , Bungalow, 1, 2, 2, 1, 97,295.5, 177.3
Vermont , Bungalow, 3, 3, 6, 0, 99,116, 139.2
Hoover , Apartment, 1, 1, 2, 1, 96,280.5, 168.3
Menlo , Bungalow, 1, 2, 2, 1, 89,274.5, 164.7
Menlo , Apartment, 1, 2, 3, 0, 91,181, 217.2
ThirtyWest , Apartment, 1, 1, 3, 0, 97,199, 238.8
Ellendale , Apartment, 2, 3, 6, 1, 101,228, 136.8
Orchard , Apartment, 2, 5, 6, 1, 89,169.5, 101.7
ThirtyWest , Bungalow, 3, 4, 8, 0, 90,130, 156
Figueroa , Apartment, 3, 3, 7, 0, 94,173, 207.6
Vermont , Apartment, 3, 5, 8, 0, 87,161, 193.2
Vermont , Apartment, 1, 1, 4, 0, 100,100, 120
Figueroa , Apartment, 3, 4, 7, 1, 92,288, 172.8
Jefferson , Apartment, 2, 4, 4, 0, 97,128, 153.6
Ellendale , Apartment, 2, 3, 5, 0, 94,161, 193.2
ThirtyWest , Apartment, 1, 1, 3, 0, 89,154, 184.8
Vermont , Apartment, 3, 6, 6, 1, 94,172.5, 103.5
Jefferson , Apartment, 3, 3, 7, 0, 89,173, 207.6
Adams , Apartment, 2, 6, 5, 0, 92,187, 224.4
TwentyThird , Apartment, 2, 4, 6, 0, 101,117, 140.4
Hoover , Apartment, 2, 3, 5, 0, 85,188, 225.6
Jefferson , Bungalow, 2, 3, 4, 1, 95,279, 167.4
Menlo , Bungalow, 2, 4, 4, 0, 101,126, 151.2
ThirtyWest , Bungalow, 3, 4, 6, 1, 89,244.5, 146.7
Ellendale , Bungalow, 3, 4, 8, 0, 96,141, 169.2
Vermont , Bungalow, 3, 3, 6, 0, 86,159, 190.8
Ellendale , Apartment, 3, 6, 8, 1, 98,300, 180
Adams , Apartment, 1, 2, 4, 0, 96,103, 123.6
Orchard , Apartment, 3, 5, 8, 0, 87,117, 140.4
Hoover , Apartment, 3, 6, 6, 0, 87,195, 234
Orchard , Apartment, 3, 4, 7, 1, 103,297, 178.2
Jefferson , Bungalow, 3, 4, 8, 1, 89,264, 158.4
ThirtyWest , Apartment, 3, 6, 8, 0, 94,193, 231.6
Jefferson , Apartment, 3, 5, 8, 1, 103,289.5, 173.7
ThirtyWest , Bungalow, 3, 3, 8, 1, 91,190.5, 114.3
Adams , Bungalow, 3, 4, 7, 1, 94,228, 136.8
Figueroa , Bungalow, 3, 6, 6, 1, 87,232.5, 139.5
Ellendale , Bungalow, 2, 5, 5, 1, 101,285, 171
Adams , Bungalow, 3, 5, 6, 1, 100,180, 108
Menlo , Bungalow, 3, 5, 6, 0, 104,116, 139.2
Hoover , Apartment, 3, 5, 7, 0, 96,159, 190.8
Ellendale , Apartment, 1, 1, 2, 0, 101,194, 232.8
Menlo , Bungalow, 2, 3, 5, 1, 90,229.5, 137.7
ThirtyWest , Bungalow, 1, 1, 4, 1, 94,255, 153
Hoover , Apartment, 1, 1, 4, 0, 100,118, 141.6
TwentyThird , Apartment, 3, 6, 8, 1, 95,250.5, 150.3
Vermont , Apartment, 3, 3, 7, 1, 94,174, 104.4
Ellendale , Apartment, 1, 1, 2, 0, 105,106, 127.2
Figueroa , Bungalow, 2, 3, 5, 0, 105,178, 213.6
ThirtyWest , Apartment, 2, 6, 5, 0, 98,105, 126
ThirtyWest , Apartment, 1, 1, 4, 1, 105,165, 99
Figueroa , Apartment, 3, 3, 7, 1, 87,154.5, 92.7
TwentyThird , Bungalow, 3, 5, 6, 1, 95,186, 111.6
TwentyThird , Bungalow, 2, 4, 4, 1, 85,247.5, 148.5
Menlo , Bungalow, 2, 4, 4, 1, 105,279, 167.4
Vermont , Bungalow, 3, 6, 8, 0, 94,199, 238.8
Figueroa , Apartment, 3, 5, 6, 1, 102,280.5, 168.3
Jefferson , Apartment, 2, 4, 5, 0, 104,185, 222
Adams , Apartment, 1, 1, 4, 0, 100,100, 120
Menlo , Bungalow, 2, 4, 6, 1, 95,267, 160.2
ThirtyWest , Apartment, 3, 4, 7, 0, 85,157, 188.4
Figueroa , Bungalow, 3, 5, 8, 0, 88,161, 193.2
Ellendale , Bungalow, 1, 1, 4, 1, 99,210, 126
ThirtyWest , Bungalow, 2, 6, 6, 0, 96,138, 165.6
Jefferson , Bungalow, 1, 1, 4, 0, 103,115, 138
Orchard , Bungalow, 3, 6, 7, 1, 96,166.5, 99.9
Menlo , Bungalow, 2, 4, 5, 0, 85,135, 162
Menlo , Apartment, 3, 5, 8, 1, 103,261, 156.6
Figueroa , Bungalow, 3, 6, 6, 1, 86,253.5, 152.1
Hoover , Bungalow, 3, 5, 8, 0, 99,199, 238.8
Vermont , Apartment, 3, 4, 6, 1, 103,234, 140.4
Adams , Bungalow, 1, 1, 3, 0, 97,137, 164.4
Jefferson , Bungalow, 1, 1, 3, 1, 98,292.5, 175.5
ThirtyWest , Apartment, 2, 3, 4, 0, 95,134, 160.8
TwentyThird , Bungalow, 3, 5, 8, 1, 92,150, 90
Menlo , Apartment, 3, 6, 8, 0, 103,117, 140.4
Jefferson , Bungalow, 3, 3, 8, 0, 89,102, 122.4
Vermont , Bungalow, 2, 6, 4, 0, 86,145, 174
ThirtyWest , Bungalow, 1, 1, 2, 1, 100,232.5, 139.5
TwentyThird , Bungalow, 2, 5, 6, 0, 91,193, 231.6
Ellendale , Apartment, 3, 6, 7, 1, 88,291, 174.6
Jefferson , Bungalow, 1, 1, 2, 1, 86,192, 115.2
Orchard , Bungalow, 3, 5, 8, 0, 105,154, 184.8
TwentyThird , Bungalow, 2, 5, 4, 0, 102,105, 126
Ellendale , Apartment, 3, 6, 8, 0, 95,142, 170.4
TwentyThird , Apartment, 2, 6, 4, 1, 99,238.5, 143.1
Menlo , Apartment, 2, 5, 4, 1, 86,162, 97.2
Adams , Apartment, 1, 2, 3, 0, 92,110, 132
ThirtyWest , Apartment, 2, 3, 4, 1, 101,265.5, 159.3
ThirtyWest , Apartment, 1, 2, 3, 0, 103,190, 228
ThirtyWest , Apartment, 1, 1, 3, 1, 94,207, 124.2
Hoover , Apartment, 2, 3, 6, 0, 92,145, 174
Menlo , Apartment, 3, 3, 8, 0, 98,184, 220.8
ThirtyWest , Apartment, 2, 6, 5, 1, 92,150, 90
ThirtyWest , Apartment, 3, 3, 8, 0, 86,166, 199.2
ThirtyWest , Apartment, 1, 2, 4, 0, 102,170, 204
Jefferson , Apartment, 2, 6, 4, 0, 96,198, 237.6
Figueroa , Bungalow, 2, 3, 5, 1, 102,220.5, 132.3
Adams , Bungalow, 3, 6, 7, 0, 101,123, 147.6
Jefferson , Bungalow, 2, 4, 4, 1, 93,196.5, 117.9
ThirtyWest , Bungalow, 2, 6, 4, 1, 105,202.5, 121.5
Figueroa , Bungalow, 2, 3, 6, 1, 105,228, 136.8
Hoover , Bungalow, 1, 1, 2, 1, 96,168, 100.8
Figueroa , Apartment, 2, 5, 6, 0, 99,101, 121.2
TwentyThird , Apartment, 2, 4, 6, 1, 87,153, 91.8
Orchard , Apartment, 1, 1, 2, 1, 95,300, 180
Adams , Apartment, 1, 2, 4, 1, 91,268.5, 161.1
Jefferson , Bungalow, 2, 4, 5, 1, 87,204, 122.4
Vermont , Apartment, 1, 1, 3, 0, 92,141, 169.2
Vermont , Apartment, 2, 5, 4, 0, 91,173, 207.6
ThirtyWest , Bungalow, 1, 1, 4, 1, 87,217.5, 130.5
Orchard , Apartment, 2, 5, 6, 0, 95,101, 121.2
Orchard , Apartment, 1, 2, 2, 0, 86,168, 201.6
Orchard , Apartment, 2, 5, 5, 0, 95,186, 223.2
Figueroa , Apartment, 2, 6, 6, 1, 95,237, 142.2
Menlo , Apartment, 3, 5, 6, 1, 93,198, 118.8
Adams , Bungalow, 3, 3, 7, 1, 99,193.5, 116.1
Hoover , Apartment, 3, 3, 8, 1, 92,259.5, 155.7
Vermont , Apartment, 2, 4, 4, 0, 101,182, 218.4
TwentyThird , Bungalow, 2, 4, 5, 0, 91,156, 187.2
Vermont , Apartment, 1, 1, 3, 1, 87,247.5, 148.5
Orchard , Apartment, 2, 4, 5, 0, 94,166, 199.2
Jefferson , Apartment, 1, 2, 4, 0, 94,122, 146.4
Vermont , Apartment, 3, 4, 8, 1, 92,207, 124.2
Menlo , Apartment, 3, 6, 8, 1, 104,277.5, 166.5
Vermont , Apartment, 1, 2, 3, 1, 98,180, 108
Vermont , Apartment, 1, 2, 4, 0, 103,189, 226.8
TwentyThird , Bungalow, 3, 4, 7, 0, 85,105, 126
Vermont , Bungalow, 1, 2, 2, 1, 104,214.5, 128.7
Hoover , Bungalow, 2, 4, 6, 0, 86,142, 170.4
Adams , Bungalow, 3, 3, 8, 1, 105,271.5, 162.9
TwentyThird , Bungalow, 3, 5, 8, 0, 92,187, 224.4
Figueroa , Bungalow, 2, 6, 6, 1, 95,220.5, 132.3
Menlo , Apartment, 3, 3, 6, 0, 85,160, 192
Menlo , Apartment, 3, 3, 7, 1, 86,198, 118.8
Figueroa , Apartment, 3, 4, 7, 1, 105,189, 113.4
Ellendale , Apartment, 2, 4, 5, 1, 102,213, 127.8
Ellendale , Apartment, 1, 1, 3, 1, 89,292.5, 175.5
Ellendale , Bungalow, 1, 1, 2, 0, 98,158, 189.6
Jefferson , Bungalow, 3, 6, 8, 0, 104,122, 146.4
Figueroa , Apartment, 3, 3, 7, 1, 101,208.5, 125.1
Orchard , Bungalow, 2, 5, 5, 1, 94,259.5, 155.7
Hoover , Bungalow, 3, 6, 8, 1, 99,249, 149.4
Orchard , Apartment, 3, 4, 7, 0, 92,137, 164.4
Jefferson , Apartment, 2, 5, 6, 0, 86,125, 150
TwentyThird , Bungalow, 2, 4, 6, 0, 101,146, 175.2
Figueroa , Apartment, 3, 5, 6, 0, 95,184, 220.8
Menlo , Apartment, 3, 4, 7, 0, 92,123, 147.6
Jefferson , Bungalow, 3, 5, 6, 0, 101,108, 129.6
Orchard , Apartment, 2, 3, 6, 0, 90,148, 177.6
Figueroa , Apartment, 2, 5, 4, 0, 91,129, 154.8
Menlo , Apartment, 1, 2, 3, 1, 95,201, 120.6
TwentyThird , Apartment, 1, 1, 2, 0, 90,145, 174
Jefferson , Bungalow, 1, 1, 3, 1, 89,229.5, 137.7
Hoover , Bungalow, 2, 6, 4, 0, 93,113, 135.6
Menlo , Apartment, 3, 4, 7, 0, 86,142, 170.4
TwentyThird , Apartment, 2, 3, 4, 0, 90,105, 126
Adams , Apartment, 3, 6, 7, 1, 98,276, 165.6
Adams , Apartment, 1, 1, 4, 0, 100,180, 216
Adams , Apartment, 1, 2, 3, 1, 105,217.5, 130.5
Vermont , Bungalow, 2, 6, 6, 1, 101,184.5, 110.7
Figueroa , Bungalow, 2, 4, 4, 0, 99,114, 136.8
Hoover , Bungalow, 2, 3, 5, 0, 94,171, 205.2
Jefferson , Bungalow, 1, 2, 3, 1, 98,270, 162
TwentyThird , Bungalow, 1, 2, 4, 0, 103,180, 216
Hoover , Apartment, 1, 1, 2, 0, 88,119, 142.8
Menlo , Bungalow, 2, 6, 4, 0, 100,146, 175.2
Vermont , Bungalow, 2, 4, 4, 0, 89,117, 140.4
Adams , Bungalow, 1, 1, 3, 0, 86,170, 204
Vermont , Bungalow, 3, 4, 6, 0, 95,119, 142.8
Figueroa , Apartment, 1, 1, 3, 1, 97,168, 100.8
Jefferson , Apartment, 1, 2, 4, 0, 104,179, 214.8
Ellendale , Bungalow, 1, 1, 4, 0, 104,107, 128.4
Orchard , Bungalow, 2, 4, 4, 0, 101,180, 216
Figueroa , Apartment, 2, 6, 5, 1, 101,166.5, 99.9
Ellendale , Apartment, 2, 6, 5, 1, 85,181.5, 108.9
Adams , Apartment, 2, 3, 5, 1, 93,166.5, 99.9
Orchard , Apartment, 1, 1, 3, 1, 93,151.5, 90.9
Adams , Apartment, 2, 4, 4, 0, 103,121, 145.2
Vermont , Bungalow, 1, 1, 2, 1, 91,220.5, 132.3
Jefferson , Bungalow, 2, 3, 5, 0, 103,133, 159.6
Vermont , Bungalow, 1, 2, 4, 1, 86,238.5, 143.1
Adams , Apartment, 2, 4, 6, 1, 93,169.5, 101.7
Ellendale , Apartment, 2, 5, 6, 0, 100,186, 223.2
Adams , Bungalow, 2, 6, 4, 0, 93,157, 188.4
Orchard , Bungalow, 1, 1, 3, 1, 96,207, 124.2
Hoover , Apartment, 2, 3, 4, 1, 90,186, 111.6
Adams , Apartment, 2, 3, 5, 1, 93,300, 180
Menlo , Apartment, 3, 3, 7, 1, 95,223.5, 134.1
Adams , Bungalow, 2, 4, 5, 1, 97,175.5, 105.3
Jefferson , Apartment, 1, 2, 3, 1, 105,268.5, 161.1
Vermont , Apartment, 3, 6, 8, 1, 94,234, 140.4
TwentyThird , Apartment, 1, 1, 4, 0, 103,181, 217.2
Jefferson , Bungalow, 1, 2, 3, 1, 97,232.5, 139.5
ThirtyWest , Bungalow, 2, 3, 4, 0, 92,134, 160.8
Ellendale , Apartment, 1, 1, 2, 1, 102,196.5, 117.9
Ellendale , Bungalow, 3, 3, 8, 0, 88,192, 230.4
Hoover , Bungalow, 3, 4, 8, 1, 95,163.5, 98.1
Adams , Bungalow, 1, 2, 2, 1, 105,261, 156.6
Figueroa , Bungalow, 2, 5, 5, 0, 95,175, 210
TwentyThird , Bungalow, 1, 2, 4, 1, 92,204, 122.4
Figueroa , Bungalow, 3, 3, 7, 1, 100,258, 154.8
ThirtyWest , Bungalow, 2, 3, 5, 0, 85,117, 140.4
Vermont , Bungalow, 3, 5, 8, 0, 96,109, 130.8
Vermont , Apartment, 1, 2, 3, 0, 91,165, 198
Menlo , Apartment, 1, 2, 3, 0, 99,135, 162
Menlo , Apartment, 1, 2, 3, 1, 88,282, 169.2
Hoover , Bungalow, 1, 1, 4, 1, 86,288, 172.8
Figueroa , Apartment, 3, 5, 8, 0, 97,191, 229.2
Orchard , Apartment, 1, 1, 3, 1, 99,249, 149.4
ThirtyWest , Apartment, 2, 4, 4, 0, 93,187, 224.4
TwentyThird , Apartment, 2, 3, 6, 1, 103,300, 180
ThirtyWest , Bungalow, 1, 2, 2, 1, 88,283.5, 170.1
Menlo , Bungalow, 2, 6, 4, 1, 98,178.5, 107.1
Orchard , Bungalow, 3, 3, 8, 0, 91,135, 162
Adams , Bungalow, 3, 5, 8, 1, 95,294, 176.4
Hoover , Bungalow, 3, 3, 7, 0, 100,186, 223.2
Vermont , Bungalow, 3, 6, 8, 0, 85,157, 188.4
TwentyThird , Bungalow, 1, 2, 3, 1, 85,174, 104.4
Hoover , Bungalow, 1, 2, 4, 1, 95,156, 93.6
Ellendale , Apartment, 3, 3, 8, 0, 105,175, 210
Ellendale , Apartment, 1, 2, 3, 1, 90,160.5, 96.3
TwentyThird , Bungalow, 2, 3, 6, 1, 102,279, 167.4
Menlo , Apartment, 2, 3, 6, 1, 86,259.5, 155.7
Ellendale , Apartment, 1, 2, 4, 0, 105,125, 150
Hoover , Apartment, 3, 3, 7, 1, 98,187.5, 112.5
Ellendale , Bungalow, 3, 3, 7, 0, 91,186, 223.2
ThirtyWest , Bungalow, 2, 4, 5, 1, 104,208.5, 125.1
Adams , Apartment, 3, 5, 7, 1, 105,180, 108
Figueroa , Apartment, 1, 2, 2, 1, 86,298.5, 179.1
Hoover , Apartment, 1, 2, 4, 0, 87,122, 146.4
Ellendale , Bungalow, 3, 6, 6, 0, 105,190, 228
Jefferson , Apartment, 2, 6, 4, 1, 97,276, 165.6
Orchard , Apartment, 3, 4, 7, 0, 100,151, 181.2
Figueroa , Apartment, 3, 5, 7, 1, 92,223.5, 134.1
Hoover , Bungalow, 3, 6, 8, 1, 104,186, 111.6
ThirtyWest , Apartment, 1, 1, 2, 1, 89,205.5, 123.3
Adams , Bungalow, 3, 6, 8, 1, 98,291, 174.6
Orchard , Bungalow, 2, 4, 4, 1, 98,172.5, 103.5
Vermont , Apartment, 3, 3, 8, 0, 97,101, 121.2
Ellendale , Apartment, 1, 2, 4, 0, 85,145, 174
Jefferson , Apartment, 3, 4, 6, 1, 96,262.5, 157.5
Orchard , Apartment, 3, 6, 8, 1, 100,181.5, 108.9
TwentyThird , Apartment, 2, 4, 5, 1, 101,159, 95.4
Menlo , Apartment, 1, 2, 4, 1, 86,292.5, 175.5
Figueroa , Bungalow, 1, 2, 2, 0, 92,174, 208.8
Jefferson , Apartment, 2, 4, 4, 0, 100,132, 158.4
TwentyThird , Bungalow, 3, 6, 6, 1, 105,277.5, 166.5
ThirtyWest , Bungalow, 3, 3, 8, 1, 87,241.5, 144.9
ThirtyWest , Bungalow, 1, 1, 4, 0, 86,193, 231.6
Menlo , Apartment, 1, 1, 3, 1, 103,154.5, 92.7
Figueroa , Bungalow, 2, 6, 6, 0, 102,105, 126
Ellendale , Bungalow, 3, 3, 7, 0, 93,200, 240
Orchard , Bungalow, 1, 2, 4, 1, 87,298.5, 179.1
Ellendale , Bungalow, 3, 5, 8, 1, 88,249, 149.4
TwentyThird , Apartment, 1, 2, 3, 0, 96,194, 232.8
Orchard , Bungalow, 3, 5, 8, 0, 86,138, 165.6
Ellendale , Bungalow, 3, 6, 8, 0, 88,162, 194.4
Orchard , Bungalow, 1, 1, 2, 1, 92,178.5, 107.1
Orchard , Bungalow, 3, 5, 7, 0, 94,183, 219.6
Jefferson , Bungalow, 3, 3, 6, 0, 101,190, 228
Hoover , Bungalow, 1, 2, 2, 1, 101,205.5, 123.3
Jefferson , Bungalow, 2, 6, 5, 1, 96,280.5, 168.3
Vermont , Bungalow, 2, 3, 6, 1, 85,216, 129.6
ThirtyWest , Bungalow, 2, 3, 4, 1, 85,229.5, 137.7
Vermont , Bungalow, 1, 2, 2, 0, 102,149, 178.8
ThirtyWest , Bungalow, 3, 4, 6, 0, 100,183, 219.6
Ellendale , Bungalow, 2, 6, 6, 1, 86,204, 122.4
TwentyThird , Bungalow, 3, 6, 6, 1, 87,235.5, 141.3
Ellendale , Bungalow, 2, 4, 4, 0, 91,118, 141.6
Menlo , Apartment, 1, 1, 4, 1, 94,192, 115.2
Jefferson , Apartment, 3, 4, 7, 0, 85,123, 147.6
Vermont , Apartment, 3, 3, 8, 0, 93,179, 214.8
Hoover , Apartment, 2, 4, 6, 0, 100,190, 228
Orchard , Apartment, 3, 4, 6, 0, 94,193, 231.6
TwentyThird , Apartment, 1, 2, 3, 0, 98,123, 147.6
Vermont , Apartment, 3, 5, 6, 0, 89,100, 120
Figueroa , Apartment, 1, 2, 2, 0, 103,104, 124.8
Ellendale , Apartment, 3, 3, 6, 0, 104,185, 222
ThirtyWest , Bungalow, 3, 4, 7, 0, 104,121, 145.2
Menlo , Bungalow, 3, 4, 7, 0, 91,155, 186
ThirtyWest , Bungalow, 2, 5, 6, 1, 87,262.5, 157.5
ThirtyWest , Bungalow, 2, 3, 6, 1, 87,226.5, 135.9
Vermont , Apartment, 3, 5, 6, 1, 88,157.5, 94.5
Hoover , Apartment, 3, 3, 8, 1, 105,298.5, 179.1
Vermont , Bungalow, 1, 2, 3, 0, 88,198, 237.6
ThirtyWest , Bungalow, 3, 4, 8, 1, 99,219, 131.4
Menlo , Bungalow, 2, 5, 5, 0, 90,186, 223.2
Jefferson , Bungalow, 2, 6, 4, 0, 85,172, 206.4
Ellendale , Bungalow, 2, 4, 6, 0, 97,173, 207.6
Adams , Bungalow, 3, 5, 8, 0, 101,100, 120
ThirtyWest , Apartment, 2, 3, 6, 1, 96,175.5, 105.3
Vermont , Apartment, 2, 5, 6, 1, 98,151.5, 90.9
Figueroa , Bungalow, 2, 4, 6, 0, 90,164, 196.8
Adams , Apartment, 3, 5, 6, 1, 99,229.5, 137.7
Adams , Apartment, 2, 6, 6, 0, 89,111, 133.2
Jefferson , Apartment, 1, 2, 2, 1, 86,265.5, 159.3
ThirtyWest , Apartment, 1, 2, 3, 0, 102,160, 192
Orchard , Apartment, 2, 4, 4, 0, 103,196, 235.2
Adams , Apartment, 3, 6, 7, 1, 101,243, 145.8
Ellendale , Apartment, 2, 5, 4, 1, 89,247.5, 148.5
Orchard , Bungalow, 3, 5, 8, 1, 92,274.5, 164.7
Vermont , Apartment, 2, 6, 5, 0, 104,173, 207.6
Hoover , Bungalow, 1, 1, 4, 1, 88,216, 129.6
Ellendale , Apartment, 2, 4, 4, 1, 88,171, 102.6
Vermont , Apartment, 3, 4, 6, 1, 100,286.5, 171.9
Menlo , Apartment, 1, 2, 2, 0, 85,194, 232.8
TwentyThird , Bungalow, 1, 1, 4, 1, 91,201, 120.6
Jefferson , Bungalow, 3, 6, 6, 0, 92,190, 228
Ellendale , Apartment, 1, 1, 3, 0, 88,130, 156
TwentyThird , Apartment, 3, 4, 6, 0, 101,105, 126
Ellendale , Apartment, 2, 5, 4, 1, 103,165, 99
Adams , Apartment, 1, 1, 3, 0, 103,189, 226.8
Figueroa , Apartment, 2, 6, 5, 1, 96,277.5, 166.5
Orchard , Apartment, 1, 1, 4, 0, 89,173, 207.6
Hoover , Apartment, 3, 4, 8, 1, 96,243, 145.8
Hoover , Apartment, 2, 5, 6, 1, 92,151.5, 90.9
TwentyThird , Apartment, 3, 5, 8, 0, 86,172, 206.4
Ellendale , Bungalow, 3, 6, 8, 0, 101,118, 141.6
ThirtyWest , Apartment, 1, 1, 4, 1, 101,274.5, 164.7
Orchard , Apartment, 1, 2, 3, 1, 85,217.5, 130.5
Hoover , Apartment, 1, 2, 3, 1, 98,208.5, 125.1
Adams , Apartment, 1, 2, 3, 1, 93,261, 156.6
Figueroa , Apartment, 1, 2, 3, 1, 102,270, 162
Figueroa , Apartment, 2, 3, 5, 1, 91,216, 129.6
Adams , Bungalow, 2, 3, 5, 1, 87,300, 180
ThirtyWest , Bungalow, 3, 5, 6, 1, 104,289.5, 173.7
Figueroa , Apartment, 3, 3, 8, 0, 88,158, 189.6
Figueroa , Apartment, 3, 5, 8, 0, 98,184, 220.8
Adams , Apartment, 2, 6, 6, 0, 105,173, 207.6
TwentyThird , Bungalow, 1, 1, 2, 1, 89,249, 149.4
Hoover , Bungalow, 2, 6, 4, 0, 97,124, 148.8
Ellendale , Bungalow, 3, 5, 8, 0, 101,108, 129.6
Vermont , Bungalow, 2, 3, 4, 1, 98,258, 154.8
Figueroa , Bungalow, 3, 4, 7, 0, 103,108, 129.6
ThirtyWest , Bungalow, 1, 2, 3, 1, 91,249, 149.4
Vermont , Apartment, 1, 2, 3, 1, 91,294, 176.4
Jefferson , Bungalow, 2, 5, 6, 1, 99,277.5, 166.5
Vermont , Bungalow, 3, 3, 6, 0, 99,143, 171.6
TwentyThird , Bungalow, 1, 2, 2, 0, 95,151, 181.2
Adams , Bungalow, 3, 3, 6, 0, 97,176, 211.2
Orchard , Bungalow, 3, 3, 6, 1, 97,151.5, 90.9
TwentyThird , Bungalow, 3, 4, 8, 1, 94,228, 136.8
Hoover , Bungalow, 1, 1, 4, 0, 85,101, 121.2
Vermont , Bungalow, 2, 5, 6, 0, 89,124, 148.8
Ellendale , Apartment, 3, 3, 7, 1, 101,219, 131.4
Hoover , Apartment, 2, 5, 4, 0, 99,136, 163.2
Menlo , Bungalow, 1, 1, 2, 0, 91,185, 222
Vermont , Bungalow, 1, 2, 3, 0, 97,197, 236.4
Hoover , Apartment, 2, 5, 6, 1, 86,222, 133.2
Menlo , Apartment, 2, 5, 4, 1, 99,204, 122.4
Figueroa , Bungalow, 3, 6, 7, 1, 93,276, 165.6
Ellendale , Bungalow, 3, 3, 7, 0, 87,148, 177.6
Figueroa , Apartment, 1, 2, 3, 0, 88,115, 138
Figueroa , Apartment, 3, 3, 7, 0, 92,159, 190.8
Vermont , Apartment, 1, 2, 4, 1, 97,279, 167.4
Figueroa , Apartment, 3, 5, 7, 1, 91,277.5, 166.5
Hoover , Apartment, 3, 3, 8, 0, 101,152, 182.4
Adams , Apartment, 3, 4, 7, 1, 99,249, 149.4
ThirtyWest , Bungalow, 1, 1, 2, 0, 102,140, 168
Jefferson , Apartment, 1, 2, 2, 0, 105,198, 237.6
Vermont , Apartment, 2, 5, 4, 1, 87,262.5, 157.5
TwentyThird , Apartment, 2, 5, 6, 1, 100,261, 156.6
Menlo , Bungalow, 1, 2, 4, 0, 103,147, 176.4
Menlo , Apartment, 3, 3, 7, 0, 86,141, 169.2
Vermont , Apartment, 3, 5, 6, 0, 85,180, 216
Orchard , Apartment, 1, 1, 4, 0, 88,111, 133.2
ThirtyWest , Apartment, 1, 1, 3, 0, 87,110, 132
TwentyThird , Apartment, 2, 6, 6, 1, 92,277.5, 166.5
Figueroa , Apartment, 3, 3, 7, 1, 96,297, 178.2
Menlo , Apartment, 2, 6, 6, 1, 99,279, 167.4
Jefferson , Bungalow, 3, 3, 8, 0, 87,116, 139.2
Jefferson , Bungalow, 1, 2, 3, 0, 87,106, 127.2
Orchard , Apartment, 1, 1, 2, 1, 105,159, 95.4
Figueroa , Apartment, 2, 5, 6, 1, 102,171, 102.6
TwentyThird , Apartment, 3, 5, 8, 0, 88,184, 220.8
Vermont , Apartment, 3, 6, 6, 0, 96,169, 202.8
Vermont , Apartment, 2, 5, 4, 0, 90,134, 160.8
Jefferson , Bungalow, 2, 5, 5, 0, 91,157, 188.4
Vermont , Bungalow, 1, 1, 3, 0, 87,138, 165.6
Menlo , Apartment, 3, 5, 7, 0, 92,130, 156
ThirtyWest , Apartment, 3, 3, 6, 0, 86,112, 134.4
Adams , Bungalow, 1, 2, 2, 1, 92,177, 106.2
Ellendale , Bungalow, 3, 6, 8, 1, 93,232.5, 139.5
Vermont , Apartment, 2, 6, 6, 1, 95,211.5, 126.9
TwentyThird , Bungalow, 1, 1, 3, 0, 93,127, 152.4
Vermont , Bungalow, 1, 2, 2, 0, 88,151, 181.2
Jefferson , Bungalow, 1, 1, 3, 0, 95,126, 151.2
Hoover , Bungalow, 2, 6, 5, 0, 102,173, 207.6
Jefferson , Bungalow, 3, 3, 8, 0, 96,113, 135.6
Jefferson , Bungalow, 3, 4, 7, 1, 93,186, 111.6
Ellendale , Bungalow, 1, 1, 4, 1, 89,157.5, 94.5
Menlo , Bungalow, 3, 3, 7, 1, 95,202.5, 121.5
Hoover , Bungalow, 3, 5, 6, 1, 93,229.5, 137.7
Figueroa , Apartment, 1, 2, 2, 0, 86,200, 240
Menlo , Apartment, 2, 4, 4, 1, 102,240, 144
Jefferson , Apartment, 2, 6, 5, 0, 88,124, 148.8
Menlo , Apartment, 3, 5, 6, 1, 97,166.5, 99.9
Menlo , Bungalow, 1, 1, 3, 0, 85,167, 200.4
Ellendale , Bungalow, 2, 5, 6, 0, 100,114, 136.8
Menlo , Bungalow, 1, 2, 2, 0, 93,162, 194.4
Ellendale , Bungalow, 2, 4, 5, 0, 105,182, 218.4
Figueroa , Apartment, 3, 3, 8, 1, 88,291, 174.6
Menlo , Apartment, 1, 1, 3, 0, 85,100, 120
TwentyThird , Apartment, 2, 3, 6, 0, 91,159, 190.8
